user_id,device,country,campaign_name,channel,signup_date,first_purchase_date,total_purchases,lifetime_value,customer_segment
7862,mobile,India,Email Newsletter,Email,2025-07-14,,0,0.0,Non-Purchaser
7863,mobile,India,Google Search - Brand,Google Ads,2025-07-01,,0,0.0,Non-Purchaser
7864,mobile,UK,Google Search - Generic,Google Ads,2025-08-30,,0,0.0,Non-Purchaser
7865,desktop,USA,Google Search - Brand,Google Ads,2025-07-24,,0,0.0,Non-Purchaser
7866,mobile,USA,Email Newsletter,Email,2025-12-31,,0,0.0,Non-Purchaser
7867,mobile,USA,Organic Search,Organic,2025-07-14,2025-07-22,1,204.6,One-time Buyer
7868,mobile,USA,Direct Traffic,Direct,2025-07-26,,0,0.0,Non-Purchaser
7869,mobile,UK,Google Search - Generic,Google Ads,2025-07-28,,0,0.0,Non-Purchaser
7870,mobile,Australia,Google Search - Brand,Google Ads,2025-07-01,,0,0.0,Non-Purchaser
7871,mobile,USA,Organic Search,Organic,2025-10-20,,0,0.0,Non-Purchaser
7872,tablet,UK,Google Search - Generic,Google Ads,2025-07-02,2025-07-31,1,177.24,One-time Buyer
7873,tablet,USA,Organic Search,Organic,2025-12-19,,0,0.0,Non-Purchaser
7874,mobile,Australia,Google Search - Generic,Google Ads,2025-11-13,2025-11-25,1,38.85,One-time Buyer
7875,desktop,India,Google Search - Generic,Google Ads,2025-08-16,,0,0.0,Non-Purchaser
7876,mobile,USA,Google Search - Generic,Google Ads,2025-08-17,2025-08-23,2,521.46,Repeat Customer
7877,mobile,Australia,Google Search - Generic,Google Ads,2025-09-03,2025-09-06,1,94.8,One-time Buyer
7878,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-07-30,,0,0.0,Non-Purchaser
7879,mobile,USA,Email Newsletter,Email,2025-09-02,,0,0.0,Non-Purchaser
7880,mobile,UK,Google Search - Generic,Google Ads,2025-07-03,,0,0.0,Non-Purchaser
7881,mobile,USA,Organic Search,Organic,2025-07-04,2025-07-22,1,43.27,One-time Buyer
7882,desktop,UK,Google Search - Brand,Google Ads,2025-08-07,,0,0.0,Non-Purchaser
7883,mobile,Australia,YouTube Ads,YouTube,2025-08-18,,0,0.0,Non-Purchaser
7884,desktop,Canada,Facebook Ads - Retargeting,Facebook,2025-11-11,2025-11-30,2,364.94,Repeat Customer
7885,mobile,USA,Google Search - Generic,Google Ads,2025-07-07,,0,0.0,Non-Purchaser
7886,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-10-14,2025-10-20,2,407.49,Repeat Customer
7887,mobile,USA,Instagram Influencer,Instagram,2025-07-15,,0,0.0,Non-Purchaser
7888,mobile,USA,Organic Search,Organic,2025-07-31,2025-08-03,1,102.34,One-time Buyer
7889,desktop,USA,Organic Search,Organic,2025-07-24,2025-08-07,1,170.71,One-time Buyer
7890,desktop,UK,Organic Search,Organic,2025-08-01,,0,0.0,Non-Purchaser
7891,mobile,Canada,Organic Search,Organic,2025-07-10,,0,0.0,Non-Purchaser
7892,desktop,Canada,Google Search - Brand,Google Ads,2025-08-12,2025-09-01,1,20.33,One-time Buyer
7893,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-10-07,2025-10-08,1,78.47,One-time Buyer
7894,desktop,USA,Organic Search,Organic,2025-08-05,2025-08-11,2,533.36,Repeat Customer
7895,mobile,USA,Organic Search,Organic,2025-08-11,,0,0.0,Non-Purchaser
7896,desktop,USA,Direct Traffic,Direct,2025-10-24,,0,0.0,Non-Purchaser
7897,mobile,USA,Email Newsletter,Email,2025-09-13,,0,0.0,Non-Purchaser
7898,desktop,USA,Google Search - Generic,Google Ads,2025-08-11,,0,0.0,Non-Purchaser
7899,mobile,UK,Organic Search,Organic,2025-07-19,,0,0.0,Non-Purchaser
7900,mobile,India,Google Search - Generic,Google Ads,2025-11-09,2025-11-10,1,279.53,One-time Buyer
7901,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-08-22,2025-08-24,1,64.92,One-time Buyer
7902,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-07-16,2025-07-18,1,197.36,One-time Buyer
7903,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-20,,0,0.0,Non-Purchaser
7904,mobile,India,Email Newsletter,Email,2025-10-08,,0,0.0,Non-Purchaser
7905,mobile,USA,Google Search - Brand,Google Ads,2025-07-03,,0,0.0,Non-Purchaser
7906,desktop,USA,Google Search - Brand,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
7907,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-07-09,,0,0.0,Non-Purchaser
7908,mobile,USA,Google Search - Generic,Google Ads,2025-10-05,,0,0.0,Non-Purchaser
7909,mobile,UK,Google Search - Generic,Google Ads,2025-07-31,2025-08-01,1,79.43,One-time Buyer
7910,mobile,Australia,Google Search - Brand,Google Ads,2025-08-11,,0,0.0,Non-Purchaser
7911,mobile,Canada,Instagram Influencer,Instagram,2025-11-07,,0,0.0,Non-Purchaser
7912,mobile,USA,Organic Search,Organic,2025-08-02,2025-08-25,1,28.71,One-time Buyer
7913,desktop,UK,Instagram Influencer,Instagram,2025-08-17,,0,0.0,Non-Purchaser
7914,desktop,UK,Direct Traffic,Direct,2025-07-04,,0,0.0,Non-Purchaser
7915,mobile,India,Direct Traffic,Direct,2025-07-01,2025-07-01,1,34.43,One-time Buyer
7916,mobile,Canada,YouTube Ads,YouTube,2025-07-18,2025-08-04,2,394.52000000000004,Repeat Customer
7917,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-09-08,2025-09-15,2,283.87,Repeat Customer
7918,desktop,Canada,Instagram Influencer,Instagram,2025-07-08,,0,0.0,Non-Purchaser
7919,mobile,Canada,Email Newsletter,Email,2025-07-08,2025-08-05,1,43.02,One-time Buyer
7920,desktop,USA,Email Newsletter,Email,2025-08-02,2025-08-05,3,650.01,Repeat Customer
7921,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-09-02,,0,0.0,Non-Purchaser
7922,desktop,Canada,Google Search - Brand,Google Ads,2025-09-14,,0,0.0,Non-Purchaser
7923,mobile,India,Direct Traffic,Direct,2025-07-12,,0,0.0,Non-Purchaser
7924,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-06,,0,0.0,Non-Purchaser
7925,mobile,Australia,Email Newsletter,Email,2025-12-20,,0,0.0,Non-Purchaser
7926,desktop,USA,Google Search - Generic,Google Ads,2025-07-19,2025-07-22,1,125.29,One-time Buyer
7927,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-10-26,,0,0.0,Non-Purchaser
7928,mobile,USA,Google Search - Generic,Google Ads,2025-10-30,,0,0.0,Non-Purchaser
7929,mobile,Australia,Direct Traffic,Direct,2025-09-29,,0,0.0,Non-Purchaser
7930,desktop,USA,Organic Search,Organic,2025-07-12,2025-09-12,1,81.83,One-time Buyer
7931,desktop,UK,Instagram Influencer,Instagram,2025-10-14,,0,0.0,Non-Purchaser
7932,mobile,USA,Instagram Influencer,Instagram,2025-09-28,,0,0.0,Non-Purchaser
7933,mobile,UK,Organic Search,Organic,2025-08-25,,0,0.0,Non-Purchaser
7934,mobile,India,Organic Search,Organic,2025-07-26,2025-07-27,1,196.81,One-time Buyer
7935,desktop,USA,Organic Search,Organic,2025-07-19,,0,0.0,Non-Purchaser
7936,desktop,India,Direct Traffic,Direct,2025-07-08,2025-08-26,2,123.53,Repeat Customer
7937,desktop,India,Organic Search,Organic,2025-08-13,2025-09-06,1,154.38,One-time Buyer
7938,mobile,USA,Google Search - Generic,Google Ads,2025-08-23,2025-08-28,1,134.2,One-time Buyer
7939,tablet,Canada,Google Search - Brand,Google Ads,2025-07-28,,0,0.0,Non-Purchaser
7940,desktop,USA,Organic Search,Organic,2025-08-09,,0,0.0,Non-Purchaser
7941,desktop,USA,Email Newsletter,Email,2025-07-28,,0,0.0,Non-Purchaser
7942,mobile,UK,Organic Search,Organic,2025-09-01,2025-09-15,1,276.94,One-time Buyer
7943,desktop,Canada,Organic Search,Organic,2025-11-19,,0,0.0,Non-Purchaser
7944,mobile,USA,Email Newsletter,Email,2025-07-11,,0,0.0,Non-Purchaser
7945,mobile,USA,Google Search - Generic,Google Ads,2025-07-30,,0,0.0,Non-Purchaser
7946,mobile,India,Facebook Ads - Retargeting,Facebook,2025-07-10,2025-07-12,1,107.47,One-time Buyer
7947,mobile,Canada,Organic Search,Organic,2025-08-29,2025-09-07,1,70.67,One-time Buyer
7948,mobile,USA,Google Search - Generic,Google Ads,2025-09-18,2025-09-22,1,128.61,One-time Buyer
7949,mobile,UK,Email Newsletter,Email,2025-12-11,2025-12-17,1,48.28,One-time Buyer
7950,mobile,USA,YouTube Ads,YouTube,2025-07-20,,0,0.0,Non-Purchaser
7951,desktop,USA,Organic Search,Organic,2025-12-30,,0,0.0,Non-Purchaser
7952,mobile,UK,Google Search - Brand,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
7953,mobile,UK,Organic Search,Organic,2025-08-26,2025-08-31,1,16.69,One-time Buyer
7954,mobile,USA,Email Newsletter,Email,2025-07-04,,0,0.0,Non-Purchaser
7955,desktop,Canada,Direct Traffic,Direct,2025-11-14,2025-12-24,1,38.02,One-time Buyer
7956,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-08-16,,0,0.0,Non-Purchaser
7957,mobile,UK,Email Newsletter,Email,2025-09-06,2025-09-13,1,117.06,One-time Buyer
7958,desktop,USA,Direct Traffic,Direct,2025-10-17,,0,0.0,Non-Purchaser
7959,mobile,USA,Instagram Influencer,Instagram,2025-07-10,,0,0.0,Non-Purchaser
7960,tablet,USA,Google Search - Generic,Google Ads,2025-07-03,,0,0.0,Non-Purchaser
7961,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-11-06,,0,0.0,Non-Purchaser
7962,mobile,USA,Organic Search,Organic,2025-07-24,,0,0.0,Non-Purchaser
7963,mobile,USA,Google Search - Generic,Google Ads,2025-07-09,2025-07-25,2,301.03999999999996,Repeat Customer
7964,mobile,USA,Google Search - Generic,Google Ads,2025-08-08,,0,0.0,Non-Purchaser
7965,mobile,UK,YouTube Ads,YouTube,2025-08-25,,0,0.0,Non-Purchaser
7966,desktop,USA,Organic Search,Organic,2025-07-02,2025-07-03,1,47.72,One-time Buyer
7967,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-20,,0,0.0,Non-Purchaser
7968,mobile,USA,Google Search - Generic,Google Ads,2025-07-03,,0,0.0,Non-Purchaser
7969,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-08-03,,0,0.0,Non-Purchaser
7970,mobile,Australia,Organic Search,Organic,2025-11-15,2025-12-19,1,58.91,One-time Buyer
7971,mobile,UK,Organic Search,Organic,2025-12-31,2025-12-31,1,175.77,One-time Buyer
7972,desktop,Canada,Google Search - Brand,Google Ads,2025-08-31,2025-10-19,1,120.42,One-time Buyer
7973,mobile,Canada,Email Newsletter,Email,2025-07-11,,0,0.0,Non-Purchaser
7974,desktop,Australia,Organic Search,Organic,2025-11-22,2025-11-29,1,167.17,One-time Buyer
7975,mobile,USA,Google Search - Generic,Google Ads,2025-08-14,,0,0.0,Non-Purchaser
7976,mobile,India,Google Search - Brand,Google Ads,2025-07-11,,0,0.0,Non-Purchaser
7977,mobile,India,Organic Search,Organic,2025-12-03,,0,0.0,Non-Purchaser
7978,mobile,USA,Direct Traffic,Direct,2025-09-25,,0,0.0,Non-Purchaser
7979,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-09-19,2025-10-03,1,48.47,One-time Buyer
7980,desktop,Australia,Google Search - Generic,Google Ads,2025-09-14,,0,0.0,Non-Purchaser
7981,mobile,UK,YouTube Ads,YouTube,2025-07-14,,0,0.0,Non-Purchaser
7982,mobile,USA,Organic Search,Organic,2025-07-15,,0,0.0,Non-Purchaser
7983,desktop,Canada,Google Search - Brand,Google Ads,2025-09-10,2025-09-10,2,172.67,Repeat Customer
7984,mobile,USA,Google Search - Brand,Google Ads,2025-07-16,2025-07-20,2,92.53,Repeat Customer
7985,desktop,USA,Organic Search,Organic,2025-08-05,,0,0.0,Non-Purchaser
7986,mobile,UK,Instagram Influencer,Instagram,2025-10-01,2025-10-02,2,419.27,Repeat Customer
7987,mobile,UK,Organic Search,Organic,2025-10-02,,0,0.0,Non-Purchaser
7988,desktop,India,Organic Search,Organic,2025-08-06,,0,0.0,Non-Purchaser
7989,desktop,UK,Google Search - Generic,Google Ads,2025-10-04,,0,0.0,Non-Purchaser
7990,mobile,India,Facebook Ads - Retargeting,Facebook,2025-10-20,2025-10-28,1,47.39,One-time Buyer
7991,mobile,USA,Organic Search,Organic,2025-09-03,2025-09-24,1,27.59,One-time Buyer
7992,desktop,UK,Google Search - Generic,Google Ads,2025-07-16,,0,0.0,Non-Purchaser
7993,mobile,USA,Google Search - Generic,Google Ads,2025-07-20,2025-08-24,1,133.54,One-time Buyer
7994,mobile,USA,Direct Traffic,Direct,2025-07-24,,0,0.0,Non-Purchaser
7995,desktop,India,Facebook Ads - Retargeting,Facebook,2025-07-08,2025-07-12,1,486.25,One-time Buyer
7996,desktop,USA,Organic Search,Organic,2025-07-20,,0,0.0,Non-Purchaser
7997,desktop,India,Google Search - Generic,Google Ads,2025-07-15,,0,0.0,Non-Purchaser
7998,desktop,USA,Google Search - Brand,Google Ads,2025-08-07,2025-08-08,1,142.04,One-time Buyer
7999,desktop,USA,Google Search - Generic,Google Ads,2025-11-23,,0,0.0,Non-Purchaser
8000,desktop,USA,Organic Search,Organic,2025-07-07,2025-07-07,1,142.97,One-time Buyer
8001,desktop,Canada,Google Search - Generic,Google Ads,2025-09-16,,0,0.0,Non-Purchaser
8002,mobile,USA,Direct Traffic,Direct,2025-09-09,,0,0.0,Non-Purchaser
8003,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-07-07,2025-07-15,1,144.15,One-time Buyer
8004,desktop,Canada,Email Newsletter,Email,2025-12-04,2025-12-28,1,125.09,One-time Buyer
8005,desktop,USA,Email Newsletter,Email,2025-08-21,,0,0.0,Non-Purchaser
8006,mobile,UK,Organic Search,Organic,2025-07-28,2025-07-31,1,64.93,One-time Buyer
8007,mobile,USA,Google Search - Generic,Google Ads,2025-09-25,,0,0.0,Non-Purchaser
8008,desktop,Australia,Google Search - Generic,Google Ads,2025-07-19,,0,0.0,Non-Purchaser
8009,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-09-11,,0,0.0,Non-Purchaser
8010,mobile,USA,Google Search - Generic,Google Ads,2025-07-03,,0,0.0,Non-Purchaser
8011,desktop,USA,Google Search - Generic,Google Ads,2025-10-20,,0,0.0,Non-Purchaser
8012,tablet,Canada,Email Newsletter,Email,2025-08-06,2025-08-17,1,49.58,One-time Buyer
8013,desktop,Canada,Instagram Influencer,Instagram,2025-08-31,,0,0.0,Non-Purchaser
8014,desktop,Australia,Organic Search,Organic,2025-07-16,,0,0.0,Non-Purchaser
8015,mobile,India,Google Search - Brand,Google Ads,2025-09-07,2025-09-22,1,169.26,One-time Buyer
8016,desktop,USA,Google Search - Brand,Google Ads,2025-09-29,,0,0.0,Non-Purchaser
8017,mobile,UK,Organic Search,Organic,2025-08-09,,0,0.0,Non-Purchaser
8018,desktop,Canada,Google Search - Brand,Google Ads,2025-08-28,2025-08-28,1,248.74,One-time Buyer
8019,mobile,India,Email Newsletter,Email,2025-08-07,2025-08-16,2,287.69,Repeat Customer
8020,mobile,USA,YouTube Ads,YouTube,2025-11-14,2025-11-14,1,127.61,One-time Buyer
8021,mobile,USA,Google Search - Brand,Google Ads,2025-08-12,2025-09-06,1,115.49,One-time Buyer
8022,mobile,India,Instagram Influencer,Instagram,2025-10-21,,0,0.0,Non-Purchaser
8023,desktop,USA,Google Search - Brand,Google Ads,2025-10-07,,0,0.0,Non-Purchaser
8024,tablet,UK,Email Newsletter,Email,2025-08-02,,0,0.0,Non-Purchaser
8025,desktop,India,YouTube Ads,YouTube,2025-07-16,,0,0.0,Non-Purchaser
8026,desktop,India,Organic Search,Organic,2025-08-01,,0,0.0,Non-Purchaser
8027,mobile,USA,Direct Traffic,Direct,2025-10-15,2025-10-15,1,195.66,One-time Buyer
8028,desktop,USA,Instagram Influencer,Instagram,2025-07-16,,0,0.0,Non-Purchaser
8029,desktop,USA,Google Search - Generic,Google Ads,2025-08-15,,0,0.0,Non-Purchaser
8030,desktop,India,Facebook Ads - Retargeting,Facebook,2025-10-09,,0,0.0,Non-Purchaser
8031,mobile,Australia,Facebook Ads - Retargeting,Facebook,2025-07-27,,0,0.0,Non-Purchaser
8032,desktop,Canada,Organic Search,Organic,2025-09-01,,0,0.0,Non-Purchaser
8033,desktop,UK,YouTube Ads,YouTube,2025-07-18,,0,0.0,Non-Purchaser
8034,mobile,USA,Organic Search,Organic,2025-07-08,,0,0.0,Non-Purchaser
8035,desktop,Canada,Direct Traffic,Direct,2025-10-05,,0,0.0,Non-Purchaser
8036,tablet,USA,Organic Search,Organic,2025-07-07,,0,0.0,Non-Purchaser
8037,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-07-20,2025-07-20,1,140.35,One-time Buyer
8038,desktop,UK,Google Search - Brand,Google Ads,2025-10-26,,0,0.0,Non-Purchaser
8039,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-26,2025-08-05,1,160.76,One-time Buyer
8040,desktop,Australia,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
8041,mobile,USA,Google Search - Brand,Google Ads,2025-12-31,2025-12-31,1,46.6,One-time Buyer
8042,desktop,Canada,Facebook Ads - Retargeting,Facebook,2025-07-20,2025-07-20,1,39.83,One-time Buyer
8043,mobile,USA,Organic Search,Organic,2025-07-03,2025-08-14,1,194.32,One-time Buyer
8044,mobile,Canada,Organic Search,Organic,2025-09-13,,0,0.0,Non-Purchaser
8045,desktop,Canada,Organic Search,Organic,2025-08-06,,0,0.0,Non-Purchaser
8046,desktop,USA,Google Search - Brand,Google Ads,2025-07-07,2025-07-27,1,95.22,One-time Buyer
8047,desktop,USA,Email Newsletter,Email,2025-09-13,,0,0.0,Non-Purchaser
8048,mobile,USA,Organic Search,Organic,2025-07-02,,0,0.0,Non-Purchaser
8049,mobile,USA,Google Search - Generic,Google Ads,2025-11-02,2025-11-19,1,288.37,One-time Buyer
8050,desktop,Canada,Organic Search,Organic,2025-07-10,2025-07-18,1,28.99,One-time Buyer
8051,mobile,USA,Organic Search,Organic,2025-07-09,,0,0.0,Non-Purchaser
8052,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-12,,0,0.0,Non-Purchaser
8053,desktop,USA,Email Newsletter,Email,2025-12-31,,0,0.0,Non-Purchaser
8054,desktop,UK,Organic Search,Organic,2025-09-11,2025-09-16,1,196.01,One-time Buyer
8055,mobile,Canada,Instagram Influencer,Instagram,2025-10-07,2025-10-07,2,204.29999999999998,Repeat Customer
8056,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-31,2025-08-03,1,83.91,One-time Buyer
8057,desktop,UK,Google Search - Generic,Google Ads,2025-07-26,,0,0.0,Non-Purchaser
8058,mobile,India,YouTube Ads,YouTube,2025-07-17,2025-07-22,1,181.04,One-time Buyer
8059,mobile,USA,YouTube Ads,YouTube,2025-08-09,,0,0.0,Non-Purchaser
8060,mobile,Canada,Organic Search,Organic,2025-08-18,,0,0.0,Non-Purchaser
8061,mobile,USA,Google Search - Brand,Google Ads,2025-08-30,2025-09-01,2,268.47,Repeat Customer
8062,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-19,2025-07-23,1,19.29,One-time Buyer
8063,desktop,UK,Google Search - Brand,Google Ads,2025-12-29,2025-12-31,1,160.42,One-time Buyer
8064,tablet,USA,Organic Search,Organic,2025-07-12,2025-07-21,1,130.06,One-time Buyer
8065,mobile,India,Google Search - Generic,Google Ads,2025-12-31,2025-12-31,1,276.95,One-time Buyer
8066,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-01,,0,0.0,Non-Purchaser
8067,mobile,USA,Email Newsletter,Email,2025-08-10,,0,0.0,Non-Purchaser
8068,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-25,2025-08-03,2,87.47,Repeat Customer
8069,desktop,UK,Email Newsletter,Email,2025-08-06,2025-10-01,1,306.14,One-time Buyer
8070,desktop,Canada,Google Search - Brand,Google Ads,2025-08-21,2025-08-22,2,201.76,Repeat Customer
8071,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-08-04,2025-08-24,1,173.05,One-time Buyer
8072,desktop,India,Direct Traffic,Direct,2025-08-02,,0,0.0,Non-Purchaser
8073,desktop,Australia,Direct Traffic,Direct,2025-09-19,,0,0.0,Non-Purchaser
8074,desktop,UK,YouTube Ads,YouTube,2025-09-09,2025-09-22,1,104.24,One-time Buyer
8075,mobile,Canada,Organic Search,Organic,2025-10-18,,0,0.0,Non-Purchaser
8076,desktop,UK,Direct Traffic,Direct,2025-07-18,2025-07-18,2,88.0,Repeat Customer
8077,desktop,USA,Organic Search,Organic,2025-08-27,,0,0.0,Non-Purchaser
8078,mobile,USA,Google Search - Generic,Google Ads,2025-08-23,2025-10-08,1,109.42,One-time Buyer
8079,mobile,USA,Google Search - Generic,Google Ads,2025-07-29,2025-08-08,1,279.88,One-time Buyer
8080,desktop,Australia,Google Search - Brand,Google Ads,2025-08-10,2025-08-29,1,196.14,One-time Buyer
8081,mobile,USA,Instagram Influencer,Instagram,2025-07-23,2025-08-15,1,133.42,One-time Buyer
8082,mobile,UK,Email Newsletter,Email,2025-07-10,,0,0.0,Non-Purchaser
8083,desktop,USA,Organic Search,Organic,2025-07-15,,0,0.0,Non-Purchaser
8084,desktop,Canada,Instagram Influencer,Instagram,2025-07-07,,0,0.0,Non-Purchaser
8085,desktop,USA,Google Search - Brand,Google Ads,2025-09-09,,0,0.0,Non-Purchaser
8086,mobile,Canada,Organic Search,Organic,2025-09-04,,0,0.0,Non-Purchaser
8087,mobile,USA,Google Search - Generic,Google Ads,2025-12-31,2025-12-31,1,103.77,One-time Buyer
8088,mobile,India,Organic Search,Organic,2025-09-18,2025-09-19,1,10.13,One-time Buyer
8089,mobile,India,Instagram Influencer,Instagram,2025-07-04,2025-07-12,1,41.69,One-time Buyer
8090,mobile,Canada,Organic Search,Organic,2025-11-09,,0,0.0,Non-Purchaser
8091,tablet,USA,Google Search - Generic,Google Ads,2025-10-30,,0,0.0,Non-Purchaser
8092,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-05,2025-08-28,1,76.66,One-time Buyer
8093,mobile,India,Google Search - Brand,Google Ads,2025-08-23,2025-08-26,1,179.25,One-time Buyer
8094,mobile,USA,Organic Search,Organic,2025-12-31,2025-12-31,1,35.83,One-time Buyer
8095,mobile,USA,Google Search - Generic,Google Ads,2025-08-16,,0,0.0,Non-Purchaser
8096,mobile,UK,Google Search - Generic,Google Ads,2025-11-21,,0,0.0,Non-Purchaser
8097,mobile,USA,Organic Search,Organic,2025-07-06,2025-07-16,1,83.49,One-time Buyer
8098,tablet,USA,Organic Search,Organic,2025-07-13,,0,0.0,Non-Purchaser
8099,mobile,UK,Google Search - Brand,Google Ads,2025-08-05,2025-08-25,1,357.24,One-time Buyer
8100,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-23,2025-08-25,2,154.61,Repeat Customer
8101,mobile,USA,Organic Search,Organic,2025-10-12,2025-10-17,2,180.86999999999998,Repeat Customer
8102,mobile,UK,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
8103,mobile,USA,Direct Traffic,Direct,2025-07-31,2025-09-20,1,24.36,One-time Buyer
8104,mobile,Canada,Direct Traffic,Direct,2025-07-03,,0,0.0,Non-Purchaser
8105,mobile,USA,Organic Search,Organic,2025-10-07,,0,0.0,Non-Purchaser
8106,desktop,UK,Google Search - Generic,Google Ads,2025-08-26,,0,0.0,Non-Purchaser
8107,mobile,USA,Google Search - Generic,Google Ads,2025-07-14,,0,0.0,Non-Purchaser
8108,mobile,USA,Instagram Influencer,Instagram,2025-08-11,,0,0.0,Non-Purchaser
8109,mobile,USA,Organic Search,Organic,2025-09-21,,0,0.0,Non-Purchaser
8110,mobile,USA,Google Search - Brand,Google Ads,2025-09-28,2025-10-05,1,468.18,One-time Buyer
8111,mobile,India,Google Search - Brand,Google Ads,2025-08-12,,0,0.0,Non-Purchaser
8112,mobile,USA,Instagram Influencer,Instagram,2025-07-23,2025-08-05,2,325.08000000000004,Repeat Customer
8113,mobile,Canada,Organic Search,Organic,2025-12-31,2025-12-31,1,23.03,One-time Buyer
8114,mobile,Australia,Google Search - Brand,Google Ads,2025-09-05,,0,0.0,Non-Purchaser
8115,mobile,UK,Organic Search,Organic,2025-08-02,,0,0.0,Non-Purchaser
8116,mobile,USA,Organic Search,Organic,2025-07-21,,0,0.0,Non-Purchaser
8117,mobile,USA,Direct Traffic,Direct,2025-09-19,,0,0.0,Non-Purchaser
8118,desktop,Australia,Organic Search,Organic,2025-07-17,,0,0.0,Non-Purchaser
8119,desktop,Canada,Email Newsletter,Email,2025-07-12,,0,0.0,Non-Purchaser
8120,desktop,Canada,Email Newsletter,Email,2025-08-16,,0,0.0,Non-Purchaser
8121,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-21,,0,0.0,Non-Purchaser
8122,tablet,India,Organic Search,Organic,2025-08-30,,0,0.0,Non-Purchaser
8123,desktop,Canada,Organic Search,Organic,2025-07-08,,0,0.0,Non-Purchaser
8124,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-09-03,2025-09-08,1,89.98,One-time Buyer
8125,mobile,UK,Email Newsletter,Email,2025-07-21,,0,0.0,Non-Purchaser
8126,mobile,USA,Email Newsletter,Email,2025-07-01,,0,0.0,Non-Purchaser
8127,desktop,USA,Organic Search,Organic,2025-07-09,2025-07-12,1,24.92,One-time Buyer
8128,tablet,India,Organic Search,Organic,2025-12-13,2025-12-31,1,28.06,One-time Buyer
8129,mobile,USA,Google Search - Generic,Google Ads,2025-11-01,2025-11-01,1,246.6,One-time Buyer
8130,desktop,UK,Google Search - Brand,Google Ads,2025-07-17,,0,0.0,Non-Purchaser
8131,mobile,USA,Google Search - Brand,Google Ads,2025-09-30,,0,0.0,Non-Purchaser
8132,mobile,USA,Google Search - Brand,Google Ads,2025-08-27,,0,0.0,Non-Purchaser
8133,mobile,UK,Organic Search,Organic,2025-12-31,,0,0.0,Non-Purchaser
8134,mobile,Australia,Direct Traffic,Direct,2025-07-29,2025-08-07,1,256.37,One-time Buyer
8135,mobile,USA,Organic Search,Organic,2025-09-08,,0,0.0,Non-Purchaser
8136,desktop,USA,Google Search - Brand,Google Ads,2025-07-05,2025-07-19,1,248.83,One-time Buyer
8137,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-31,,0,0.0,Non-Purchaser
8138,desktop,USA,Organic Search,Organic,2025-12-31,2025-12-31,1,117.86,One-time Buyer
8139,mobile,USA,YouTube Ads,YouTube,2025-08-17,2025-08-28,1,138.96,One-time Buyer
8140,desktop,USA,Email Newsletter,Email,2025-07-21,,0,0.0,Non-Purchaser
8141,mobile,USA,Google Search - Brand,Google Ads,2025-07-08,,0,0.0,Non-Purchaser
8142,mobile,USA,Google Search - Brand,Google Ads,2025-09-13,2025-09-18,1,383.3,One-time Buyer
8143,desktop,USA,Instagram Influencer,Instagram,2025-09-02,2025-09-03,1,177.36,One-time Buyer
8144,mobile,USA,Organic Search,Organic,2025-07-29,,0,0.0,Non-Purchaser
8145,mobile,Canada,YouTube Ads,YouTube,2025-12-31,2025-12-31,1,89.74,One-time Buyer
8146,mobile,USA,Google Search - Generic,Google Ads,2025-07-02,,0,0.0,Non-Purchaser
8147,desktop,India,Facebook Ads - Retargeting,Facebook,2025-07-23,2025-07-31,1,66.22,One-time Buyer
